scac,pol,pod,tsp,service_codes
OOLU,DEHAM,VNSGN,SGSIN;VNCLI,;LL3;;
OOLU,DEHAM,VNSGN,SGSIN;VNCLI,;LL3;VTS;
OOLU,DEHAM,VNSGN,SGSIN;VNTOT,;LL3;KTX6;
OOLU,DEHAM,VNSGN,VNTOT,;LL3;
OOLU,DEHAM,VNSGN,HKHKG;VNCLI,;LL3;;
OOLU,DEHAM,VNSGN,TWKHH;VNITC,;LL6;KTX1;
OOLU,DEHAM,VNSGN,TWKHH;VNCLI,;LL6;;
OOLU,DEHAM,VNSGN,MYPKG;VNCLI,;LL3;KTX1;
OOLU,DEBRV,MXVER,,;ATG1;
OOLU,DEBRV,MXVER,DEHAM;BEANR,;EWX;ATG1;
OOLU,CNJMN,INNSA,CNSHK,;;CPX3;
OOLU,CNJMN,INNSA,HKHKG,;;CIX3;
OOLU,CNJMN,INNSA,CNSHK,;;CIX3;
OOLU,CNJMN,INNSA,CNSHK,;;CIX1;
OOLU,CNJMN,INNSA,CNNSA,;;CIX1;
ZIMU,INKTP,TRYAR,LKCMB;ILHFA,;ZMI;TBX
CMDU,THLCH,USLAX,,CJX
CMDU,FIHEL,INNSA,DEBRV,;EPIC
CMDU,CNYTN,USMIA,,CBX
CMDU,CNZAP,ROCND,CNNGB,;BEX
OOLU,CNNGB,NLRTM,BEANR,;LL7;
OOLU,CNNGB,NLRTM,,;LL7;
OOLU,CNNGB,NLRTM,,;LL2;
OOLU,CNNGB,NLRTM,BEANR,;LL2;
OOLU,CNNGB,NLRTM,,;LL6;
OOLU,CNNGB,NLRTM,,;LL5;
OOLU,CNNGB,NLRTM,BEANR,;LL5;
OOLU,CNNGB,NLRTM,,;LL4;
OOLU,DEWVN,JPTYO,DEHAM;MYPKG,;LL4;KTX6;
OOLU,DEWVN,JPTYO,DEHAM;CNNGB,;LL4;;
OOLU,DEWVN,JPTYO,SGSIN,;LL1;KTX3;
OOLU,DEWVN,JPTYO,SGSIN,;LL1;KTX6;
OOLU,DEWVN,JPTYO,CNNGB,;LL1;;
OOLU,DEWVN,JPTYO,DEHAM;SGSIN,;LL3;KTX3;
OOLU,DEWVN,JPTYO,DEHAM;CNXMN,;LL3;KTX1;
OOLU,DEWVN,JPTYO,DEHAM;SGSIN,;LL3;KTX6;
OOLU,DEWVN,JPTYO,DEHAM;HKHKG,;LL3;KTX3;
OOLU,DEWVN,JPTYO,DEHAM;HKHKG,;LL3;KTX2;
OOLU,DEWVN,JPTYO,CNNGB,;LL4;;
OOLU,DEWVN,JPTYO,DEHAM;TWKHH,;LL6;KTX3;
OOLU,DEWVN,JPTYO,DEHAM;CNNGB,;LL6;;
OOLU,DEWVN,JPTYO,DEHAM;CNNGB,;LL2;;
OOLU,DEWVN,JPTYO,DEHAM;CNNGB,;LL7;;
OOLU,CNNGB,ILHFA,GRPIR,;WM1;NET2;
OOLU,CNNGB,ILHFA,GRPIR,;LL2;NET2;
ZIMU,INMUN,USMIA,SGSIN,NIX;
ZIMU,INMUN,USMIA,SGSIN,CWX;
ZIMU,INMUN,USMIA,SGSIN,CI4;
ZIMU,INMUN,USMIA,SGSIN,ZMI;
CMDU,VNSGN,MXLZC,HKHKG,;ACSA1
CMDU,CASJB,AUSYD,JMKIN,CAGML;RTWPAN
CMDU,CNZHE,USSAV,CNSHA,;
CMDU,CNZHE,USSAV,CNSHA,;CBX
CMDU,DEHAM,AUFRE,MYPKG,;
CMDU,DEHAM,AUFRE,,NEWMO
OOLU,CNNGB,AUMEL,,;A3C;
OOLU,DEWVN,SGSIN,DEHAM;MYPKG,;LL4;BSS;
OOLU,DEWVN,SGSIN,,;LL1;
OOLU,DEWVN,SGSIN,DEHAM,;LL3;
OOLU,DEWVN,SGSIN,MYPKG,;LL4;BSS;
OOLU,CNNGB,QAHMD,,;ME1;
OOLU,CNNGB,QAHMD,,;ME6;
OOLU,CNNGB,QAHMD,AEJEA,;ME5;ME1;
ZIMU,INNSA,SGSIN,,NIX
ZIMU,INNSA,SGSIN,,CI3
ZIMU,INNSA,SGSIN,,CI4
ZIMU,INNSA,SGSIN,,CI1
CMDU,BDCGP,GBLIV,SGSIN;FRDKK,;;ISX
CMDU,CNTXG,USLAX,KRPUS,KI2;
CMDU,CNTXG,USLAX,CNTAO,KCM2;
CMDU,CNTXG,USLAX,KRPUS,CIX;
CMDU,ESBCN,USORF,,AMERIGO
CMDU,DEHAM,SGSIN,,FAL7
OOLU,CNNGB,AUSYD,,;A3C;
OOLU,CNNGB,USHOU,USLGB,;PCC1;
OOLU,CNNGB,USHOU,,;GCC1;
OOLU,CNNGB,USHOU,USLAX,;PCN3;
OOLU,CNNGB,USHOU,,;GCC2;
OOLU,CNNGB,USHOU,USLGB,;VCS;
ZIMU,INNSA,TRYAR,ILHFA,ZMI;TBX
CMDU,DEBRV,USHOU,,VICTORY
CMDU,INNSA,USOAK,MYPKG,CIX;CJX
CMDU,INNSA,USOAK,SGSIN,AS1;CJX
CMDU,INNSA,USOAK,SGSIN,AS6;CJX
CMDU,INNSA,USOAK,LKCMB,AS6;CJX
CMDU,IEDUB,BJCOO,BEANR;MAPTM,;EURAF1;EURAF4
CMDU,IEDUB,BJCOO,FRDKK;MAPTM,ISX;EURAF1;EURAF4
CMDU,IEDUB,BJCOO,ESALG,;EURAF2
CMDU,IEDUB,BJCOO,ESALG,;EURAF4
CMDU,DEHAM,TNTUN,MTMLA,NCLEVANT;
OOLU,FRFOS,USNYC,,;ATM1;
OOLU,CNNGB,USSEA,,;PNW2;
OOLU,CNNGB,USSEA,HKHKG,;FCS2;PNW1;
OOLU,CNNGB,USSEA,USTIW,;PNW3;
OOLU,CNNGB,USSEA,,;PNW4;
CMDU,TWTPE,USLAX,,GEX
CMDU,TWTPE,USLAX,,CMX6JDX
CMDU,VNVUT,SADMM,SGSIN,CJX;CIMEX7
CMDU,VNVUT,SADMM,SGSIN,CJX;CIMEX1
CMDU,INNSA,COCTG,MTMLA,INDAMEX;
CMDU,INNSA,COCTG,GBLGP,EPIC2;
CMDU,INNSA,COCTG,CNNGB,AS1;PEX2
CMDU,INNSA,COCTG,MTMLA,EPIC;
CMDU,INNSA,COCTG,BEANR,EPIC;WCC
CMDU,INNSA,COCTG,MTMLA,MEDEX;
CMDU,DKFRC,AGSJO,DEHAM;NLRTM;ANPHI,;NCLEVANT;;KALINAGO
CMDU,DKFRC,AGSJO,DEHAM;NLRTM;ANPHI,;;;KALINAGO
OOLU,CNSHA,NLRTM,,;LL6;
OOLU,CNSHA,NLRTM,,;LL5;
OOLU,CNSHA,NLRTM,CNNGB;BEANR,;LL7;
OOLU,CNSHA,NLRTM,CNNGB,;LL7;
OOLU,CNSHA,NLRTM,BEANR,;LL5;
OOLU,CNSHA,NLRTM,CNNGB,;LL2;
OOLU,CNSHA,NLRTM,CNNGB;BEANR,;LL2;
OOLU,CNSHA,NLRTM,,;LL3;
OOLU,CNSHA,NLRTM,CNNGB,;LL6;
OOLU,CNSHA,NLRTM,BEANR,;LL7;
OOLU,CNSHA,NLRTM,,;LL7;
OOLU,CNSHA,NLRTM,,;LL4;
OOLU,CNSHA,NLRTM,,;LL2;
OOLU,CNSHA,NLRTM,CNNGB,;LL5;
OOLU,CNSHA,NLRTM,BEANR,;LL2;
OOLU,CNSHA,NLRTM,CNNGB;BEANR,;LL5;
OOLU,CNSHA,NLRTM,CNNGB,;LL4;
OOLU,GBSOU,CNSHA,GBFXT,;LL6;
OOLU,GBSOU,CNSHA,GBFXT;CNNGB,;LL6;
OOLU,GBSOU,CNSHA,SAJED;CNNGB,;IP1;AAS;
OOLU,GBSOU,CNSHA,SAJED,;IP1;AAS;
OOLU,GBSOU,CNSHA,,;LL5;
OOLU,GBSOU,CNSHA,GBFXT,;LL1;
OOLU,GBSOU,CNSHA,CNNGB,;LL5;
OOLU,GBSOU,CNSHA,GBFXT;CNNGB,;LL1;
OOLU,CNNKG,HKHKG,CNNGB,;FCS2;
OOLU,CNNKG,HKHKG,CNSHA,;HHX1;
OOLU,CNNKG,HKHKG,CNSHA,;CIX3;
OOLU,CNNKG,HKHKG,CNSHA,;FCS2;
OOLU,CNNKG,HKHKG,CNNGB,;HHX1;
ZIMU,MXATM,ARBUE,,GSA
ZIMU,MXATM,ARBUE,BRIOA,GBS;ASE
CMDU,ITGOA,USNYC,,AMERIGO
CMDU,CNSHA,FIRAU,DEHAM,FAL6;
CMDU,CNSHA,FIRAU,DEHAM,FAL6;SWX2
CMDU,CNSHA,FIRAU,DEHAM,FAL8;
CMDU,CNSHA,FIRAU,DEHAM,FAL8;SWX2
CMDU,CNSHA,FIRAU,DEHAM,;
CMDU,CNSHA,FIRAU,DEHAM,;SWX2
CMDU,CNSHA,FIRAU,DEHAM,FAL2;
CMDU,CNSHA,FIRAU,DEHAM,FAL2;SWX2
CMDU,KEMBA,USSAV,SAJED,;INDAMEX2
CMDU,KEMBA,USSAV,INMUN,SWAX2;INDAMEX2
CMDU,DKFRC,GFDDC,DEHAM;FRLEH,;NCLEVANT;
OOLU,USLGB,CNSHA,CNNGB,;VCS;
OOLU,USLGB,CNSHA,CNNGB,;PCC1;
OOLU,USLGB,CNSHA,,;PCC1;
OOLU,GRPIR,GBFXT,,;NET2;
OOLU,GRPIR,GBFXT,,;NET;
ZIMU,MXVER,PACTB,,GBS
CMDU,VNSGN,GBSOU,VNVUT,;FAL3
CMDU,CNSHK,BRMAO,PAMIT,PEX2;MAOSHTTL
CMDU,CNSHK,BRMAO,BRIOA,SEAS2;
CMDU,KRPUS,USNYC,,MANB
CMDU,KRPUS,USNYC,,CBX
CMDU,ESALG,USORF,,TUX
CMDU,ESALG,USORF,,AMERIGO
OOLU,BEANR,USCHS,NLRTM,;ATE1;
OOLU,BEANR,USCHS,NLRTM,;ATG1;
OOLU,BEANR,USCHS,,;ATE1;
OOLU,BEANR,USCHS,,;ATG1;
OOLU,IDSUB,DEHAM,SGSIN,;;LL6;
OOLU,IDSUB,DEHAM,SGSIN,;;LL2;
OOLU,IDSUB,DEHAM,SGSIN;DEWVN,;;LL1;
OOLU,IDSUB,DEHAM,SGSIN,;;LL7;
OOLU,IDSUB,DEHAM,SGSIN,;;LL3;
OOLU,IDSUB,DEHAM,SGSIN,;;LL4;
OOLU,IDSUB,DEHAM,SGSIN;BEANR;DEBRV,;;LL2;ATE1;
OOLU,IDSUB,DEHAM,SGSIN;BEANR;DEBRV,;;LL5;ATE1;
OOLU,IDSUB,DEHAM,SGSIN,;SBY2;LL6;
OOLU,IDSUB,DEHAM,SGSIN,;SBY2;LL2;
OOLU,IDSUB,DEHAM,SGSIN,;SBY2;LL7;
OOLU,IDSUB,DEHAM,SGSIN,;SBY2;LL3;
OOLU,IDSUB,DEHAM,SGSIN,;SBY2;LL4;
OOLU,IDSUB,DEHAM,SGSIN;DEWVN,;SBY2;LL1;
OOLU,IDSUB,DEHAM,SGSIN,;ITS;LL6;
OOLU,IDSUB,DEHAM,SGSIN,;ITS;LL2;
OOLU,IDSUB,DEHAM,SGSIN,;ITS;LL7;
OOLU,IDSUB,DEHAM,SGSIN,;ITS;LL4;
OOLU,IDSUB,DEHAM,SGSIN;BEANR;DEBRV,;ITS;LL5;ATE1;
OOLU,IDSUB,DEHAM,SGSIN;DEWVN,;ITS;LL1;
OOLU,IDSUB,DEHAM,SGSIN;BEANR;DEBRV,;ITS;LL2;ATE1;
SEAU,CRPMN,USPHL,,
ZIMU,PECLL,USHOU,JMKIN,ZCX;CGX
ZIMU,PECLL,USHOU,COCTG,ZCX;GSA
ZIMU,PECLL,USHOU,JMKIN,ZCX;GSE
CMDU,TWKHH,USLGB,CNSHA,;BOHAI
CMDU,TWKHH,USLGB,KRPUS,ACSA1;HIXP
CMDU,TWKHH,USLGB,HKHKG,TWS;SCS
CMDU,TWKHH,USLGB,HKHKG,JTX;SCS
CMDU,TWKHH,USLGB,KRPUS,;HIXP
CMDU,TWKHH,USLGB,CNSHA,;HIXP
CMDU,TWKHH,USLGB,CNNGB,MCT;YANGTSE
CMDU,TWKHH,USLGB,CNNGB,MCT;HIXP
CMDU,TWKHH,USLGB,CNSHA,MCT;HIXP
CMDU,TWKHH,USLGB,CNSHA,CTE;HIXP
CMDU,TWKHH,USLGB,HKHKG,NEWMEX2S;SCS
CMDU,TWKHH,USLGB,CNSHA,MCT;BOHAI
CMDU,TWKHH,USLGB,CNSHA,CTE;BOHAI
CMDU,TWKHH,USLGB,HKHKG,;SCS
CMDU,TWKHH,USLGB,CNXMN,;YANGTSE
CMDU,TWKHH,USLGB,CNNGB,CTE;HIXP
CMDU,TWKHH,USLGB,CNNGB,CTE;YANGTSE
CMDU,TWKHH,USLGB,HKHKG,DAH;SCS
CMDU,CNTAO,USSAV,,
CMDU,CNTAO,USSAV,,MANB
CMDU,CNTAO,USSAV,VNVUT,FAL3;CJX
CMDU,CNTAO,USSAV,KRPUS,MEX;CBX
CMDU,MXZLO,CNSHA,,ACSA2
CMDU,MXZLO,CNSHA,KRPUS,ACSA1;MEX
CMDU,MXZLO,CNSHA,,ACSA1
CMDU,MXZLO,CNSHA,KRPUS,ACSA1;CIX
CMDU,ESBCN,MXVER,,MEDGULF
CMDU,ESBCN,MXVER,JMKIN,;ALTAMIRA
CMDU,ESBCN,MXVER,ESVLC,AMERIGO;MEDGULF
OOLU,CAVAN,CNSHA,,;PNW4;
OOLU,CAVAN,CNSHA,CNNGB,;PNW2;
OOLU,CAVAN,CNSHA,,;PNW2;
OOLU,IDSUB,NZAKL,SGSIN,;;NZS;
OOLU,IDSUB,NZAKL,MYPKG,;CIS;NZS;
OOLU,IDSUB,NZAKL,MYPKG,;ITS;NZS;
SEAU,USPEF,DOHAI,,
ZIMU,PECLL,USNYC,JMKIN,ZCX;CFX
CMDU,KEMBA,NLRTM,SAJED,;EPIC
CMDU,CNYTN,GRPIR,,NEWMEX2S
CMDU,CNYTN,GRPIR,,FAL7
CMDU,CNYTN,GRPIR,MTMLA,;BSMAR
CMDU,CNYTN,GRPIR,MTMLA,;GTL
CMDU,MYPKG,GBTEE,SGSIN;NLRTM,IEX;FAL3;
CMDU,MYPKG,GBTEE,SGSIN;NLRTM,;FAL3;
CMDU,MYPKG,GBTEE,SGSIN;NLRTM,CJX;FAL3;
CMDU,ESBIO,USNYC,NLRTM,;LIBERTY
OOLU,USORF,BEANR,,;ATE1;
OOLU,USORF,BEANR,NLRTM,;ATE1;
OOLU,INMAA,USSAV,LKCMB,;IP3;;
OOLU,INMAA,USSAV,SGSIN,;FCS2;;
OOLU,INMAA,USSAV,MYPKG,;FCS;;
SEAU,USJAX,BRSSZ,,
ZIMU,PECLL,USPHL,,ZCX
ZIMU,PECLL,USPHL,COCTG,ZCX;ZCX
CMDU,INMUN,GBSOU,,EPIC
CMDU,MYTPP,NLRTM,SGSIN,;FAL3
CMDU,MYTPP,NLRTM,SGSIN,;NEWMO
CMDU,MYTPP,NLRTM,SGSIN,WAX;FAL6
CMDU,MYTPP,NLRTM,SGSIN,WAX;FAL3
CMDU,MYTPP,NLRTM,SGSIN,WAX;NEWMO
CMDU,FIHEL,CNDLC,DEHAM,;FAL2
CMDU,FIHEL,CNDLC,DEHAM,BALT1;FAL2
OOLU,CNNGB,DEHAM,,;LL7;
OOLU,CNNGB,DEHAM,,;LL2;
OOLU,CNNGB,DEHAM,,;LL6;
OOLU,CNNGB,DEHAM,BEANR;DEBRV,;LL5;ATE1;
OOLU,CNNGB,DEHAM,DEWVN,;LL1;
OOLU,CNNGB,DEHAM,,;LL4;
ONEY,DEHAM,TWKEL,TWKHH,FE3;PS4
OOLU,INMUN,USNYC,,;ISE;
OOLU,INMUN,USNYC,,;IEX;
SEAU,BRSSZ,COCTG,,
ZIMU,PHMNN,USNYC,CNXMG,CP1;ZBA
CMDU,CNTAO,PLGDN,SGSIN,FAL3;FAL5
CMDU,CNTAO,PLGDN,NLRTM,FAL3;
CMDU,CNTAO,PLGDN,CNYTN;DEHAM,FAL3;;
CMDU,INTUT,DEHAM,LKCMB,;NEWMO
CMDU,NLRTM,MXVER,,VICTORY
CMDU,FRLEH,USCHS,,VICTORY
CMDU,FRLEH,USCHS,,LIBERTY
OOLU,TWKHH,USLGB,,;PVCS;
OOLU,LKCMB,NLRTM,,;IP3;
OOLU,LKCMB,NLRTM,BEANR,;IP3;
ZIMU,ROCND,ILASH,TRALI,LBX;TBX
CMDU,HKHKG,GBFXT,CNYTN,;FAL5
CMDU,HKHKG,GBFXT,CNYTN,NEWMEX2S;FAL6
CMDU,HKHKG,GBFXT,CNYTN,;FAL6
CMDU,HKHKG,GBFXT,CNYTN,FAL7;FAL5
CMDU,KHKOS,DEHAM,SGSIN,;FAL6
CMDU,KHKOS,DEHAM,SGSIN,;FAL2
CMDU,KHKOS,DEHAM,SGSIN,;FAL8
CMDU,KHKOS,DEHAM,SGSIN,;FAL7
CMDU,KHKOS,DEHAM,SGSIN,;
CMDU,TRIZT,USSAV,,TUX
CMDU,TRIZT,USSAV,ESBCN,MARMAEXP;AMERIGO
CMDU,TRIZT,USSAV,ESVLC,TMX12;AMERIGO
CMDU,GBGRG,AUBNE,GBLGP,;RTWPAN
CMDU,GBGRG,AUBNE,NLRTM,;RTWPAN
CMDU,GBGRG,AUBNE,NLRTM;MYPKG,;;
CMDU,GBGRG,AUBNE,NLRTM;SGSIN,;;
CMDU,GBGRG,AUBNE,NLRTM,SCX2;RTWPAN
CMDU,GBGRG,AUBNE,NLRTM;SGSIN,SCX2;;
CMDU,GBGRG,AUBNE,NLRTM;AUMEL,SCX2;NEWMO;A3C
CMDU,GBGRG,AUBNE,NLRTM;AUMEL,;NEWMO;A3C
OOLU,CNSHA,AUSYD,,;A3C;
OOLU,CNSHA,AUSYD,,;A3N;
OOLU,CNSHA,AUSYD,CNNGB,;A3C;
OOLU,MXZLO,PECLL,,;TLP1;
OOLU,MXZLO,PECLL,,;TLP2;
SEAU,CLVAP,COBUN,PABLB,;
ZIMU,SIKOP,USSAV,ILHFA,ADE;ZCA
CMDU,VNVUT,DEHAM,,FAL7
CMDU,VNVUT,DEHAM,SGSIN,FAL3;FAL8
CMDU,VNVUT,DEHAM,SGSIN,FAL3;
CMDU,VNVUT,DEHAM,SGSIN,CJX;FAL8
CMDU,VNVUT,DEHAM,SGSIN,CJX;
CMDU,VNVUT,GBTEE,NLRTM,FAL3;
CMDU,USHOU,BEANR,,VICTORY
CMDU,HKHKG,DKFRC,SGSIN;DEHAM,SEAS;;
CMDU,HKHKG,DKFRC,DEHAM,FAL7;
OOLU,NLRTM,CNSHA,CNNGB,;LL4;
OOLU,NLRTM,CNSHA,,;LL4;
OOLU,NLRTM,CNSHA,BEANR,;LL5;
OOLU,NLRTM,CNSHA,,;LL2;
OOLU,NLRTM,CNSHA,BEANR;CNNGB,;LL5;
OOLU,NLRTM,CNSHA,CNNGB,;LL2;
OOLU,NLRTM,CNSHA,CNNGB,;LL7;
OOLU,NLRTM,CNSHA,,;LL7;
OOLU,NLRTM,CNSHA,,;LL5;
OOLU,NLRTM,CNSHA,CNNGB,;LL5;
OOLU,NLRTM,CNSHA,BEANR,;LL2;
OOLU,NLRTM,CNSHA,BEANR;CNNGB,;LL2;
OOLU,NLRTM,CNSHA,BEANR;CNNGB,;LL7;
OOLU,NLRTM,CNSHA,BEANR,;LL7;
OOLU,NLRTM,CNSHA,,;LL3;
OOLU,NLRTM,CNSHA,,;LL6;
OOLU,NLRTM,CNSHA,CNNGB,;LL6;
OOLU,MYPKG,IDSUB,,;ITS;
SEAU,BRSSZ,USHOU,,
ZIMU,THLCH,CNYPG,HKHKG,CVX;
CMDU,CNYTN,PLGDN,NLRTM,FAL3;
CMDU,CNYTN,PLGDN,,FAL5
CMDU,CNYTN,PLGDN,DEHAM,;
CMDU,CNYTN,PLGDN,,
CMDU,CNNGB,COBUN,,ACSA1
CMDU,USOAK,NOMSS,NLRTM,CALFB;NORWAY
CMDU,USOAK,NOMSS,NLRTM,CALFB;
CMDU,IDJKT,PLGDN,SGSIN;DEHAM,;;
CMDU,IDJKT,PLGDN,SGSIN;DEHAM,;;SWX2
CMDU,IDJKT,PLGDN,SGSIN,;FAL5
CMDU,IDJKT,PLGDN,SGSIN,;
OOLU,CNNGB,BEANR,,;LL7;
OOLU,CNNGB,BEANR,NLRTM,;LL7;
OOLU,CNNGB,BEANR,NLRTM,;LL2;
OOLU,CNNGB,BEANR,,;LL2;
OOLU,CNNGB,BEANR,NLRTM,;LL6;
OOLU,CNNGB,BEANR,NLRTM,;LL5;
OOLU,CNNGB,BEANR,,;LL5;
OOLU,CNNGB,BEANR,NLRTM,;LL4;
OOLU,MYTPP,USNYC,SGSIN,;;ISE;
OOLU,MYTPP,USNYC,SGSIN,;;;
SEAU,USOAK,CLSVE,MXLZC;PABLB,;;
ZIMU,TRALI,GBFXT,,ZMI
CMDU,CNSHA,ROCND,MTMLA,TLX;BSMAR
CMDU,CNSHA,ROCND,SGSIN;MTMLA,BEX2;NEWMO;BSMAR
CMDU,CNSHA,ROCND,,BEX
CMDU,CNSHA,ROCND,MTMLA,MEX;BSMAR
CMDU,CNSHA,ROCND,GRPIR,BEX;BSMAR
CMDU,CNYTN,NOOSL,NLRTM,FAL3;NORWAY
CMDU,CNYTN,NOOSL,NLRTM,FAL8;NORWAY
CMDU,CNYTN,NOOSL,NLRTM,;NORWAY
CMDU,CNYTN,NOOSL,NLRTM,FAL7;NORWAY
CMDU,VNHPH,BRMAO,HKHKG;PAMIT,;PEX2;MAOSHTTL
ONEY,CNSHA,CLSAI,,AX2
CMDU,IDSUB,CAHAL,SGSIN,;CJX
CMDU,IDSUB,CAHAL,MYPKG,;CJX
OOLU,GBGRG,SGSIN,NLRTM;MYPKG,;GBL1;LL4;BSS;
OOLU,GBGRG,SGSIN,GBSOU;SAJED;MYPKG,;LL5;AAS;BSS;
OOLU,GBGRG,SGSIN,GBSOU;SAJED;MYPKG,;LL5;EM1;BSS;
OOLU,GBGRG,SGSIN,NLRTM,;GBL1;LL3;
OOLU,GBGRG,SGSIN,GBFXT,;GBL1;LL1;
OOLU,GBGRG,SGSIN,GBSOU;SAJED;MYPKG,;LL5;WM2;BSS;
OOLU,GBGRG,SGSIN,GBGRK;GBSOU;SAJED;MYPKG,;UIS;IP1;AAS;BSS;
OOLU,GBGRG,SGSIN,GBGRK;GBSOU;SAJED;MYPKG,;UIS;IP1;EM1;BSS;
OOLU,GBGRG,SGSIN,GBGRK;GBSOU;SAJED;MYPKG,;UIS;IP1;WM2;BSS;
OOLU,GBGRG,SGSIN,GBSOU;SAJED;MYPKG,;IP1;AAS;BSS;
OOLU,GBGRG,SGSIN,GBSOU;SAJED;MYPKG,;IP1;EM1;BSS;
OOLU,GBGRG,SGSIN,GBSOU;SAJED;MYPKG,;IP1;WM2;BSS;
ONEY,IDJKT,AEJEA,SGSIN,TI1;AG3
ONEY,IDJKT,AEJEA,SGSIN,JID;AG3
ONEY,IDJKT,AEJEA,SGSIN,TI2;AG3
OOLU,NLRTM,AUMEL,MYPKG,;LL4;AAA2;
OOLU,NLRTM,AUMEL,MYPKG,;LL4;ASA;
OOLU,NLRTM,AUMEL,MYTPP;MYPKG,;LL7;;AAA2;
OOLU,NLRTM,AUMEL,MYTPP;MYPKG,;LL7;;ASA;
OOLU,NLRTM,AUMEL,BEANR;MYTPP;SGSIN,;LL7;;AAA1;
OOLU,NLRTM,AUMEL,BEANR;MYTPP;MYPKG,;LL7;;ASA;
OOLU,NLRTM,AUMEL,BEANR;MYTPP;MYPKG,;LL7;;AAA2;
OOLU,NLRTM,AUMEL,SGSIN,;LL3;AAA1;
OOLU,NLRTM,AUMEL,SGSIN,;LL3;ASA;
OOLU,NLRTM,AUMEL,SGSIN,;LL3;AAA2;
OOLU,NLRTM,AUMEL,MYTPP;MYPKG,;LL6;;AAA2;
OOLU,NLRTM,AUMEL,MYTPP;MYPKG,;LL6;;ASA;
SEAU,ECGYE,USPHL,PABLB;PAMIT,;;
ZIMU,TRAYT,VNSGN,ILHFA;MYPKG,LBX;ZMP;VMS
ZIMU,TRAYT,VNSGN,ILHFA;MYPKG,LBX;ZMP;TFX
CMDU,DEBRV,USCHS,,VICTORY
CMDU,DEBRV,USCHS,,LIBERTY
CMDU,COSMR,BEANR,COCTG,;WCC
CMDU,COSMR,BEANR,,
CMDU,COSMR,BEANR,FRDKK,;PGE
CMDU,VNSGN,ITSAL,SGSIN;MTMLA,;MEX;TYRREX
CMDU,VNSGN,ITSAL,SGSIN;MTMLA,;TLX;TYRREX
CMDU,VNSGN,ITSAL,SGSIN;MTMLA,;MEX;TMX2
CMDU,VNSGN,ITSAL,SGSIN;MTMLA,;MEX;NCLEVANT
CMDU,VNSGN,ITSAL,SGSIN;MTMLA,;TLX;NCLEVANT
CMDU,IDSUB,DEHAM,SGSIN,;FAL2
CMDU,IDSUB,DEHAM,SGSIN,;FAL8
CMDU,IDSUB,DEHAM,SGSIN,;FAL7
CMDU,IDSUB,DEHAM,SGSIN,;
CMDU,IDSUB,DEHAM,SGSIN,;NEWMO
OOLU,CNNGB,AUBNE,,;A3C;
OOLU,NLRTM,HKHKG,MYPKG,;LL4;CIX3;
OOLU,NLRTM,HKHKG,BEANR;CNTAO,;LL5;CHL4;
OOLU,NLRTM,HKHKG,BEANR;MYTPP;MYPKG,;LL7;;CIX3;
OOLU,NLRTM,HKHKG,SGSIN,;LL3;CIX3;
OOLU,NLRTM,HKHKG,,;LL3;
OOLU,NLRTM,HKHKG,TWKHH,;LL6;;
OOLU,NLRTM,HKHKG,CNYTN,;LL6;;
SEAU,USOAK,BRSSZ,MXLZC;PABLB;PACTB,;;;
ZIMU,TREYP,USORF,,ZCT
CMDU,CNNGB,SIKOP,,BEX2
CMDU,IEDUB,CNSHA,NLRTM,ISX;FAL3
CMDU,IEDUB,CNSHA,NLRTM,ISX;
CMDU,IEDUB,CNSHA,ESALG,;
CMDU,ZACPT,NZAKL,ZADUR;REPDG;MUPLU;AUSYD,MIDAS1;MIDAS2;IOFEED2;NEWMO;
CMDU,ZACPT,NZAKL,SGSIN,ASAFGR;KIX
CMDU,IEORK,CYLMS,NLRTM;GRSKG,;FEMEX1;GETEX
CMDU,IEORK,CYLMS,NLRTM;GRSKG,ISX;FEMEX1;GETEX
OOLU,CNSHA,HKHKG,,;FCS2;
OOLU,CNSHA,HKHKG,,;HHX1;
OOLU,CNSHA,HKHKG,CNNGB,;FCS2;
OOLU,CNSHA,HKHKG,CNNGB,;HHX1;
OOLU,CNSHA,HKHKG,,;CIX3;
OOLU,NLRTM,THLCH,MYPKG,;LL4;ITS;
OOLU,NLRTM,THLCH,SGSIN,;LL3;;
OOLU,NLRTM,THLCH,SGSIN,;LL3;ITS;
OOLU,NLRTM,THLCH,SGSIN,;LL3;VTS;
OOLU,NLRTM,THLCH,MYPKG,;LL3;;
SEAU,BRSSZ,USEWR,,
ZIMU,TRGEM,ILHFA,,TBX
CMDU,TWKHH,USNYC,,TWS
CMDU,TWKHH,USNYC,TWTPE;USLAX,;GEX;
CMDU,INMUN,USNYC,,INDAMEX
CMDU,BRRIG,GBLGP,,SAFRAN1
CMDU,BRRIG,GBLGP,MAPTM,SEAS;SAFRAN1
CMDU,INMUN,CLSAI,DEHAM,EPIC2;WCC
CMDU,INMUN,CLSAI,CNSHA,AS1;ACSA2
CMDU,INMUN,CLSAI,CNSHA,AS1;ACSA3
OOLU,GBGRG,CNSHA,NLRTM;CNNGB,;GBL1;LL7;
OOLU,GBGRG,CNSHA,NLRTM;CNNGB,;GBL1;LL4;
OOLU,GBGRG,CNSHA,NLRTM,;GBL1;LL7;
OOLU,GBGRG,CNSHA,NLRTM,;GBL1;LL2;
OOLU,GBGRG,CNSHA,GBSOU,;LL5;
