CARRIER,ORIGIN,DESTINATION,TS1,LEG0
ONEY,USORF,GBSOU,,AL2
OOLU,CNSHA,SGSIN,CNNGB,;FCS2;
OOLU,CNSHA,SGSIN,CNNGB,;PMX;
OOLU,CNSHA,SGSIN,CNNGB,;CPX3;
OOLU,CNSHA,SGSIN,CNNGB,;LL4;
OOLU,CNSHA,SGSIN,,;CPX;
OOLU,CNSHA,SGSIN,CNNGB,;CSS1;
OOLU,CNSHA,SGSIN,,;CSS3;
OOLU,CNSHA,SGSIN,CNNGB,;CPX;
OOLU,CNSHA,SGSIN,CNNGB,;WM1;
OOLU,CNSHA,SGSIN,CNNGB,;ME5;
OOLU,CNSHA,SGSIN,,;FCS2;
OOLU,CNSHA,SGSIN,,;CIX1;
OOLU,CNSHA,SGSIN,,;ME5;
OOLU,CNSHA,SGSIN,CNNGB,;ME1;
OOLU,CNSHA,SGSIN,,;CSS2;
OOLU,CNSHA,SGSIN,CNNGB,;CIX1;
OOLU,CNSHA,SGSIN,,;LL1;
OOLU,CNSHA,SGSIN,,;CIX3;
OOLU,CNSHA,SGSIN,,;CPX3;
OOLU,CNSHA,SGSIN,CNNGB,;LL1;
OOLU,CNSHA,SGSIN,,;PMX;
OOLU,CNSHA,SGSIN,,;RS2;
OOLU,CNSHA,SGSIN,CNNGB,;RS2;
SEAU,BRRIG,CLSAI,,
ANNU,CNNGB,AUSYD,,
CMDU,CNDLC,HRRJK,KRPUS,;BEX2
CMDU,CNDLC,HRRJK,CNNGB,;BEX2
CMDU,CNDLC,HRRJK,CNSHA,;BEX2
CMDU,CNDLC,HRRJK,CNSHK,;BEX2
MSCU,ESBCN,USCHS,PTSIE,;
MSCU,CNFOC,ESBIO,CNXMN;MYTPP;PTSIE,;;LION SERVICE;
MSCU,INENR,DKAAR,LKCMB;BEANR,;;
ONEY,BEANR,USLAX,,AL5
OOLU,SGSIN,USLAX,,;;
SEAU,BRRIG,COCTG,,
ANNU,CNSHK,AUSYD,,
CMDU,CNNKG,FRLEH,CNSHA,;
MSCU,FIRAU,JPMIZ,LTKLJ;SGSIN;KRPUS,;;;
MSCU,FIRAU,JPMIZ,BEANR;SGSIN;KRPUS,;LION SERVICE;;
MSCU,INENR,MXATM,ESVLC,;
ONEY,DEHAM,AUFRE,SGSIN,;WAU
ONEY,DEHAM,AUFRE,SGSIN,;AU1
ONEY,DEHAM,AUFRE,SGSIN,FE3;WAU
ONEY,DEHAM,AUFRE,SGSIN,FE3;AU1
OOLU,USLAX,JPTYO,,;JPX;
SEAU,BRRIG,USORF,,
ANNU,CNSHA,NZAKL,,
CMDU,CNYTN,USORF,,CJX
CMDU,CNYTN,USORF,,TWS
CMDU,CNYTN,USORF,,CBX
MSCU,FRLEH,KRPUS,SGSIN,;IPANEMA SERVICE
MSCU,INHAL,ITCTA,LKCMB;ITGIT,;;
ONEY,DEHAM,IDJKT,SGSIN,;TI2
ONEY,DEHAM,IDJKT,SGSIN,FE3;JID
ONEY,DEHAM,IDJKT,SGSIN,FE3;TI2
ONEY,DEHAM,IDJKT,SGSIN,FE3;TI1
ONEY,DEHAM,IDJKT,SGSIN,FE4;JID
ONEY,DEHAM,IDJKT,SGSIN,FE4;TI2
ONEY,DEHAM,IDJKT,SGSIN,FE4;TI1
ONEY,DEHAM,IDJKT,SGSIN,FE5;TI2
OOLU,CNXMN,NLRTM,SGSIN;BEANR,;LL1;LL7;
OOLU,CNXMN,NLRTM,SGSIN;BEANR,;LL1;LL2;
OOLU,CNXMN,NLRTM,SGSIN;BEANR,;LL1;LL5;
OOLU,CNXMN,NLRTM,,;LL3;
ZIMU,CNSHA,MYPKG,,NIX
ZIMU,CNSHA,MYPKG,,FAX
ANNU,INNSA,AUSYD,MYPKG,;AAXSANL
ANNU,INNSA,AUSYD,SGSIN,;AAXSANL
ANNU,INNSA,AUSYD,SGSIN,;AAXEANL
CMDU,CRMOB,GBLGP,,
MSCU,GBLGP,CNSHA,SAKAC,;
MSCU,INMUN,GRSKG,TRTEK,;
ONEY,IDSRG,ARBUE,SGSIN,;SX1
ONEY,IDSRG,ARBUE,SGSIN,;SX2
OOLU,ITGOA,USNYC,,;ATM1;
SEAU,BRRIO,MXVER,,
ANNU,SGSIN,AUADL,,AAXSANL
CMDU,PKBQM,USSAV,,INDAMEX2
CMDU,ITGOA,USLAX,SGSIN,NEWMEX2S;CJX
MSCU,IEDUB,AEJEA,FRLEH,;
MSCU,CNNGB,MEBAR,ITGIT,;
MSCU,INMUN,ITTRS,TRTEK,;
ONEY,IDSUB,FRLEH,SGSIN,;FE2
ONEY,IDSUB,FRLEH,SGSIN,;
OOLU,SGSIN,THBKK,THSCS,;ITS;
OOLU,SGSIN,THBKK,,;VTS;
OOLU,SGSIN,THBKK,THLCH,;VTS;
OOLU,SGSIN,THBKK,THLCH,;AAA1;
OOLU,SGSIN,THBKK,THLCH,;TCX;
SEAU,BRSSZ,AWORJ,COCTG,;
ANNU,CNSHA,AUBNE,,
CMDU,VNSGN,ALDRZ,SGSIN;GRPIR,;NEWMEX2S;
MSCU,INENR,ITSPE,LKCMB;ITGIT,;;
MSCU,INENR,ITSPE,ITGIT,;
MSCU,CNNGB,TRGEM,TRTEK,;
MSCU,INMUN,LBBEY,TRMER,;
ONEY,INKTP,SGSIN,,TE1
ONEY,INKTP,SGSIN,,CCX
OOLU,THLCH,USORF,SGSIN,;AAA1;;
OOLU,THLCH,USORF,SGSIN,;AAA1;ISE;
OOLU,THLCH,USORF,,;ISE;
SEAU,BRSSZ,CLSAI,,
ANNU,CNNGB,AUMEL,,
CMDU,CNSHA,TRGEB,MTMLA,MEX;TMX1
CMDU,CNSHA,TRGEB,MTMLA,MEX;BSMAR
CMDU,CNSHA,TRGEB,EGALY,BEX2;TULYB
CMDU,CNSHA,TRGEB,CNSHK;EGALY,BEX;BEX2;TULYB
CMDU,CNSHA,TRGEB,MTMLA,TLX;TMX3
CMDU,CNSHA,TRGEB,MTMLA,TLX;FEMEX1
CMDU,CNSHA,TRGEB,MTMLA,;TMX1
MSCU,INHAL,TRIST,LKCMB;SAKAC,;;
MSCU,INHAL,TRIST,LKCMB;ITGIT;TRTEK,;;;
MSCU,INMUN,MUPLU,,
OOLU,VNSGN,AUMEL,VNITC;SGSIN,;KTX1;AAA1;
OOLU,VNSGN,AUMEL,VNITC;SGSIN,;KTX1;AAA2;
OOLU,VNSGN,AUMEL,VNITC;SGSIN,;KTX1;ASA;
OOLU,VNSGN,AUMEL,VNCLI;SGSIN,;VTS;AAA1;
OOLU,VNSGN,AUMEL,VNCLI;SGSIN,;VTS;AAA2;
OOLU,VNSGN,AUMEL,VNCLI;SGSIN,;VTS;ASA;
SEAU,BRSSZ,TTPTS,COCTG;PAMIT,;;
ANNU,VNSGN,AUSYD,SGSIN,;AAXSANL
ANNU,VNSGN,AUSYD,SGSIN,;AAXEANL
CMDU,CNZSN,FRLEH,CNYTN,;
MSCU,INNML,ITGOA,LKCMB;ESVLC,;;
MSCU,CNSHA,MYPEN,SGSIN,;
MSCU,INMUN,USLGB,VNVUT,;
ONEY,MXZLO,ECGYE,,AX3
OOLU,CNTAO,BEANR,,;LL5;
OOLU,CNTAO,BEANR,,;LL2;
SEAU,BRSSZ,USBAL,COCTG,;
ZIMU,CNYTN,NLRTM,CNWUZ;CNDCB;ILHFA,;;ZMP;ZMI
ANNU,CNSHK,AUMEL,,
CMDU,DEHAM,TWKHH,,FAL6
MSCU,INTUT,ILASH,LKCMB;ITGIT,;;
MSCU,INNSA,BRSUA,ESVLC,;
ONEY,MYPEN,USLAX,SGSIN,PF1;PS3
ONEY,MYPEN,USLAX,SGSIN,PF1;PS7
ONEY,MYPEN,USLAX,SGSIN,PF1;
ONEY,MYPEN,USLAX,SGSIN,;PS3
ONEY,MYPEN,USLAX,SGSIN,;
OOLU,DEHAM,CNYTN,DEWVN,;LL1;
OOLU,DEHAM,CNYTN,,;LL6;
OOLU,DEHAM,CNYTN,,;LL7;
OOLU,DEHAM,CNYTN,,;LL4;
OOLU,DEHAM,CNYTN,,;LL3;
SEAU,CLARI,USBAL,PABLB;PAMIT,;;
ANNU,VNSGN,NZAKL,SGSIN,;
CMDU,FIHEL,USCHS,DEBRV,;VICTORY
CMDU,FIHEL,USCHS,DEBRV,;LIBERTY
CMDU,FIHEL,USCHS,NLRTM,;VICTORY
CMDU,FIHEL,USCHS,NLRTM,BALT1;VICTORY
CMDU,FIHEL,USCHS,NLRTM,;LIBERTY
CMDU,FIHEL,USCHS,NLRTM,BALT1;LIBERTY
MSCU,ITTRS,LYMRA,ITGIT,;
MSCU,INVTZ,SIKOP,LKCMB;ITGIT,;;
MSCU,INVTZ,SIKOP,LKCMB;ESVLC;ITGIT,;;;
ONEY,PHMNL,INKTP,SGSIN,PHX;TE1
ONEY,PHMNL,INKTP,SGSIN,PHX;CCX
ONEY,PHMNL,INKTP,SGSIN,PH2;TE1
ONEY,PHMNL,INKTP,SGSIN,PH2;CCX
OOLU,TRGEM,GBFXT,TRGEB,;NET;
OOLU,TRGEM,GBFXT,,;NET;
SEAU,CLSAI,ECGYE,,
ANNU,AUMEL,NZTRG,,
CMDU,FIHEL,USNYC,DEBRV,;LIBERTY
CMDU,FIHEL,USNYC,NLRTM,;LIBERTY
CMDU,FIHEL,USNYC,NLRTM,BALT1;LIBERTY
MSCU,LTKLJ,AUBNE,SGSIN,;
MSCU,LTKLJ,AUBNE,FRLEH;SGSIN,;;
MSCU,LTKLJ,AUBNE,FRLEH;AUSYD,;;
MSCU,CNTAO,ITLIV,ITGIT,;
MSCU,ITGOA,SADMM,AEAUH,;
ONEY,PLGDY,USSAV,DEHAM,;AL3
OOLU,USLAX,MYPKG,,;;
SEAU,CLSAI,GTPRQ,PABLB,;
ANNU,CNSHA,AUFRE,MYPKG,;AAXWANL
ANNU,CNSHA,AUFRE,SGSIN,;AAXWANL
CMDU,JPYOK,USNYC,KRPUS,;MANB
CMDU,JPYOK,USNYC,KRPUS,ACSA1;MANB
MSCU,MYPKG,USLAX,SGSIN;KRPUS,;;
MSCU,CNTXG,CRCAL,KRPUS;PAROD,;ANDES EXPRESS SERVICE;
MSCU,ITLIV,KRPUS,SAKAC,;
ONEY,SGSIN,AUMEL,,AU1
OOLU,CNDLC,BEANR,,;LL2;
SEAU,CLSAI,PABLB,,
ANNU,IDJKT,AUSYD,SGSIN,;AAXEANL
ANNU,IDJKT,AUSYD,SGSIN,;AAXSANL
CMDU,TRALI,AEJEA,,MEGEM
CMDU,TRALI,AEJEA,GRPIR;SAJED,BSMAR;BEX;MEX
CMDU,TRALI,AEJEA,EGDAM,TULYB;MEGEM
CMDU,TRALI,AEJEA,ITGOA,TMX2;MEX
CMDU,TRALI,AEJEA,GRPIR;SAJED,MARMAEXP;BEX;MEX
CMDU,TRALI,AEJEA,GRPIR;SAJED,CGX;BEX;MEX
CMDU,TRALI,AEJEA,GRPIR;SAJED,ADRIMED;BEX;MEX
CMDU,TRALI,AEJEA,SIKOP;SAJED,ADRIMED;BEX2;MEX
MSCU,NLRTM,NZAKL,SGSIN,;
MSCU,CNTXG,USBOS,MYTPP;PTSIE,;LION SERVICE;
MSCU,ITNAP,NZWLG,ITGIT;SGSIN,;;
ONEY,VNSGN,FRFOS,SGSIN,VSS;MD2
OOLU,CNTXG,BEANR,,;LL7;
OOLU,CNTXG,BEANR,,;LL2;
SEAU,CLSVE,SVAQJ,PABLB,;
ZIMU,GRSKG,USNYC,TRALI,LBX;ZCA
ANNU,SGSIN,NZAKL,,
CMDU,TWKHH,USBAL,,TWS
MSCU,NZNSN,USPHL,NZPOE,;
MSCU,CNXMN,DKAAR,MYTPP,;
MSCU,ITNAP,USOAK,PTSIE,;
OOLU,CNXMN,JPTYO,,;KTX1;
OOLU,CNXMN,JPTYO,,;JCV;
ANNU,THLCH,AUFRE,SGSIN,;AAXWANL
ANNU,THLCH,AUFRE,SGSIN,;AAXSANL
CMDU,VNHPH,ROCND,SGSIN,;BEX
MSCU,PKBQM,USSAV,,
MSCU,ITRAN,ILHFA,,
ONEY,AEJEA,AUMEL,SGSIN,AG2;AU1
ONEY,AEJEA,AUMEL,SGSIN,EC5;AU1
ONEY,AEJEA,AUMEL,SGSIN,AG3;AU1
OOLU,FIHEL,USNYC,DEBRV,;;ATE1;
OOLU,FIHEL,USNYC,NLRTM,;SBE5;ATE1;
OOLU,FIHEL,USNYC,DEBRV,;GFS;ATE1;
SEAU,COBUN,DOCAU,PABLB;PAMIT,;;
ANNU,TWKHH,AUMEL,,
CMDU,CNSHA,USORF,,MANB
CMDU,CNSHA,USORF,,CBX
MSCU,SEAHU,AEJEA,BEANR,;
MSCU,COBUN,CLARI,PECLL,ANDES EXPRESS SERVICE;LLAMA SERVICE
MSCU,ITSPE,CNSHA,,
ONEY,AEJEA,GBLGP,,IOS
OOLU,HKHKG,AUMEL,,;A3S;
OOLU,HKHKG,AUMEL,CNNGB,;PNW4;A3C;
SEAU,COBUN,PRSJU,PABLB;PAMIT,;;
ANNU,CNSHK,AUBNE,,
CMDU,CNTAO,NOFRK,DEHAM,FAL2;
CMDU,CNTAO,NOFRK,NLRTM,FAL3;
CMDU,CNTAO,NOFRK,SGSIN;DEHAM,FAL3;;
MSCU,SEGOT,USNYC,,
MSCU,CRMOB,DEBRV,,
MSCU,ITTRS,CYLMS,,
ONEY,CNNGB,FRFOS,,MD2
OOLU,SGSIN,AUMEL,,;AAA1;
OOLU,SGSIN,AUMEL,,;AAA2;
OOLU,SGSIN,AUMEL,,;ASA;
SEAU,COCTG,MXATM,,
ANNU,VNSGN,AUMEL,SGSIN,;AAXSANL
CMDU,FRFOS,USHOU,ESVLC,AMERIGO;MEDGULF
MSCU,SEHEL,USCHS,BEANR,;
MSCU,DEBRV,CNNSA,MYTPP,;
MSCU,ITTRS,QAHMD,SAKAC;AEAUH,;;MALABAR SERVICE
ONEY,CNNGB,USSAV,,EC1
ONEY,CNNGB,USSAV,,EC2
OOLU,CNTXG,NLRTM,,;LL2;
OOLU,CNTXG,NLRTM,BEANR,;LL7;
OOLU,CNTXG,NLRTM,BEANR,;LL2;
OOLU,CNTXG,NLRTM,,;LL7;
SEAU,COCTG,USEWR,,
ZIMU,HNPCR,CATOR,JMKIN;CAHAL,CFE;CFX;
ZIMU,HNPCR,CATOR,JMKIN;CAHAL,CGX;CFX;
ANNU,THLCH,NZAKL,SGSIN,;
CMDU,IDJKT,GBSOU,SGSIN,;FAL3
MSCU,TWKEL,USLAX,CNXMN,;PEARL SERVICE
MSCU,TWKEL,USLAX,KRPUS,;
MSCU,DEHAM,JPSDJ,AEAUH;SGSIN;KRPUS,;;;
MSCU,JPNGO,PLGDY,MYTPP;BEANR,;LION SERVICE;
ONEY,CNTXG,CAVAN,KRPUS,;PN3
ONEY,CNTXG,CAVAN,KRPUS,;PN4
OOLU,DEHAM,IDJKT,DEWVN;SGSIN,;LL1;;
OOLU,DEHAM,IDJKT,DEWVN;SGSIN,;LL1;KTX3;
OOLU,DEHAM,IDJKT,MYPKG;SGSIN,;LL4;BSS;KTX3;
OOLU,DEHAM,IDJKT,SGSIN,;LL3;KTX3;
SEAU,DOCAU,GTPBR,PAMIT,;
ANNU,CNNGB,AUBNE,,
CMDU,PTLEI,USNYC,ESALG,;TUX
CMDU,PTLEI,USNYC,ESALG,AGAPOME;TUX
CMDU,PTLEI,USNYC,ESALG,AGAPOME;AMERIGO
MSCU,TWKHH,MTMAR,SGSIN;ITGIT,;;
MSCU,DEHAM,MUPLU,,
MSCU,JPNGO,USLAX,KRPUS,;
MSCU,JPNGO,USLAX,VNVUT,;PEARL SERVICE
OOLU,THSGK,USORF,SGSIN,;;;
OOLU,THSGK,USORF,SGSIN,;;ISE;
SEAU,GTPBR,USPEF,,
ANNU,NZAKL,AUMEL,,
CMDU,THLCH,ALDRZ,SGSIN;GRPIR,;NEWMEX2S;
MSCU,TWTXG,AUADL,CNNGB;SGSIN,TAIWAN - NINGBO FEEDER SERVICE;;CAPRICORN SERVICE
MSCU,DEHAM,USSEA,PTSIE,;
MSCU,KEMBA,DEBRV,SAKAC;BEANR,;;
ONEY,INNSA,THLCH,,TIP
OOLU,DEHAM,SAJED,DEWVN;SGSIN,;LL1;RS1;
OOLU,DEHAM,SAJED,DEWVN;SGSIN,;LL1;RS2;
OOLU,DEHAM,SAJED,,;IP3;
OOLU,DEHAM,SAJED,,;IP2;
SEAU,GTSTC,USEWR,PAMIT,;
ANNU,NZTRG,AUMEL,,
CMDU,THLCH,USCHS,SGSIN,;CJX
CMDU,THLCH,USCHS,,CBX
MSCU,USBAL,BRNVT,,
MSCU,DEHAM,VNDAD,CNYTN,;
MSCU,KEMBA,ESBIO,SAKAC;PTSIE,;;
ONEY,MYPGU,NZTRG,SGSIN,PG1;NZ1
ONEY,MYPGU,NZTRG,SGSIN,PG2;NZ1
OOLU,CNSHK,INNSA,,;CIX3;
OOLU,CNSHK,INNSA,,;CPX3;
OOLU,CNSHK,INNSA,,;CIX1;
SEAU,MXATM,BRNVT,,
ANNU,CNSHK,NZAKL,,
CMDU,USSAV,NLRTM,,LIBERTY
MSCU,USCHS,VNHPH,MYTPP,;
MSCU,DEHAM,YEADE,SAKAC,;
MSCU,KHPNH,ITAOI,VNVUT;SGSIN;ITGIT,;;;
ONEY,SGSIN,USSAV,,EC5
ONEY,SGSIN,USSAV,,
OOLU,CNYTN,CAVAN,,;PNW1;
OOLU,CNYTN,CAVAN,,;PNW3;
OOLU,CNYTN,CAVAN,,;PNW4;
SEAU,NICIO,PECLL,PABLB,;
ZIMU,INNSA,GBFXT,,ZMI
ANNU,USLGB,AUSYD,USOAK,;
ANNU,USLGB,AUSYD,CNSHA,;
ANNU,USLGB,AUSYD,CNTAO,;
ANNU,USLGB,AUSYD,CNNGB,;
ANNU,USLGB,AUSYD,KRPUS,;
CMDU,BEANR,COCTG,,WCC
MSCU,USORF,ARBUE,,
MSCU,DKFRC,USHOU,BEANR,;
MSCU,KRPUS,AUFRE,SGSIN,;CAPRICORN SERVICE
ONEY,USCHS,JPTYO,TWKHH,;PN1
ONEY,USCHS,JPTYO,SGSIN,;JSM
ONEY,USCHS,JPTYO,KRPUS,EC2;JPH
ONEY,USCHS,JPTYO,KRPUS,EC2;JK1
ONEY,USCHS,JPTYO,TWKHH,EC1;PN1
ONEY,USCHS,JPTYO,KRPUS,EC1;JPH
ONEY,USCHS,JPTYO,KRPUS,EC1;JK1
OOLU,CNYZH,NLRTM,CNSHA,;LL5;
OOLU,CNYZH,NLRTM,CNSHA;BEANR,;LL5;
OOLU,CNYZH,NLRTM,CNSHA,;LL2;
OOLU,CNYZH,NLRTM,CNSHA;BEANR,;LL2;
OOLU,CNYZH,NLRTM,CNSHA,;LL6;
OOLU,CNYZH,NLRTM,CNSHA,;LL4;
OOLU,CNYZH,NLRTM,CNSHA;BEANR,;LL7;
OOLU,CNYZH,NLRTM,CNSHA,;LL7;
OOLU,CNYZH,NLRTM,CNSHA,;LL3;
SEAU,NICIO,USBAL,PABLB;PAMIT,;;
ANNU,CNTAO,AUMEL,,
CMDU,CNTAO,COBUN,,ACSA1
CMDU,TRALI,GPPTP,ESVLC,BSMAR;
CMDU,TRALI,GPPTP,ESVLC,TMX1;
CMDU,TRALI,GPPTP,ESVLC,CROSSMED;
CMDU,TRALI,GPPTP,ESVLC,MARMAEXP;
CMDU,TRALI,GPPTP,ESVLC,TMX12;
MSCU,USORF,BRPNG,,
MSCU,ESBCN,ILASH,,
MSCU,KRPUS,ESBCN,,
ONEY,CAHAL,INMUN,SGSIN,EC5;PMX
ONEY,CAHAL,INMUN,SGSIN,EC5;NCI
ONEY,CAHAL,INMUN,SGSIN,EC5;CIP
ONEY,CAHAL,INMUN,AEJEA,EC5;IGS
ONEY,CAHAL,INMUN,AEJEA,EC5;IO2
ONEY,CAHAL,INMUN,AEJEA,EC5;AIM
OOLU,DEHAM,JPTYO,DEWVN;SGSIN,;LL1;KTX6;
OOLU,DEHAM,JPTYO,DEWVN;SGSIN,;LL1;KTX3;
OOLU,DEHAM,JPTYO,DEWVN;CNNGB,;LL1;;
OOLU,DEHAM,JPTYO,CNNGB,;LL2;;
OOLU,DEHAM,JPTYO,TWKHH,;LL6;KTX3;
OOLU,DEHAM,JPTYO,CNNGB,;LL6;;
OOLU,DEHAM,JPTYO,CNNGB,;LL7;;
OOLU,DEHAM,JPTYO,MYPKG,;LL4;KTX6;
OOLU,DEHAM,JPTYO,CNNGB,;LL4;;
OOLU,DEHAM,JPTYO,SGSIN,;LL3;KTX3;
OOLU,DEHAM,JPTYO,CNXMN,;LL3;KTX1;
OOLU,DEHAM,JPTYO,SGSIN,;LL3;KTX6;
OOLU,DEHAM,JPTYO,HKHKG,;LL3;KTX3;
OOLU,DEHAM,JPTYO,HKHKG,;LL3;KTX2;
SEAU,PABLB,CLSAI,,
ANNU,NZAKL,AUSYD,,
CMDU,CNTXG,USLGB,,BOHAI
MSCU,USORF,DOCAU,,
MSCU,ESBCN,ZAZBA,ESLPA,;
MSCU,KRPUS,HRRJK,,
ONEY,KHKOS,USLAX,SGSIN,SIH;PS3
ONEY,KHKOS,USLAX,SGSIN,SIH;
ONEY,KHKOS,USLAX,SGSIN,SIH;PS7
OOLU,DEHAM,JPYOK,DEWVN;SGSIN,;LL1;KTX6;
OOLU,DEHAM,JPYOK,DEWVN;CNNGB,;LL1;;
OOLU,DEHAM,JPYOK,CNNGB,;LL2;;
OOLU,DEHAM,JPYOK,CNNGB,;LL6;;
OOLU,DEHAM,JPYOK,CNNGB,;LL7;;
OOLU,DEHAM,JPYOK,MYPKG,;LL4;KTX6;
OOLU,DEHAM,JPYOK,CNNGB,;LL4;;
OOLU,DEHAM,JPYOK,CNXMN,;LL3;KTX1;
OOLU,DEHAM,JPYOK,HKHKG,;LL3;KTX2;
SEAU,PECLL,COBUN,PABLB,;
ANNU,NZNSN,USOAK,NZTRG,;
CMDU,CNYTN,GBGRG,NLRTM,FAL3;
CMDU,CNYTN,GBGRG,NLRTM,FAL3;SCX2
CMDU,CNYTN,GBGRG,NLRTM,;
CMDU,CNYTN,GBGRG,NLRTM,;SCX2
CMDU,CNYTN,GBGRG,NLRTM,FAL7;
CMDU,CNYTN,GBGRG,NLRTM,FAL8;
CMDU,CNYTN,GBGRG,NLRTM,FAL8;SCX2
MSCU,USPEF,BRSSZ,,
MSCU,ESBIO,ZADUR,PTSIE,;
MSCU,KRPUS,ILASH,,
ONEY,PTLEI,JPYOK,NLRTM;SGSIN,IBC;;JSM
ONEY,PTLEI,JPYOK,NLRTM;SGSIN,IBC;FE2;JSM
OOLU,IDSUB,SGSIN,,;;
OOLU,IDSUB,SGSIN,,;SBY2;
OOLU,IDSUB,SGSIN,,;ITS;
SEAU,PECLL,COCTG,PABLB;PAMIT,;;
ANNU,IDJKT,AUMEL,SGSIN,;AAXSANL
CMDU,ITGOA,BRSSZ,MAPTM,;SIRIUS
MSCU,VNVUT,ITRAN,SGSIN;ITGIT,;;
MSCU,FIHEL,TRAYT,BEANR;TRTEK,;;LINE E3 - ANTALYA SHUTTLE SERVICE
MSCU,MEBAR,USBAL,ITGIT,;
ONEY,SGSIN,BEANR,,FE5
ONEY,SGSIN,BEANR,,FE3
OOLU,BEANR,USORF,,;ATE1;
OOLU,BEANR,USORF,NLRTM,;ATE1;
SEAU,USEWR,COBUN,,
ANNU,THLCH,NZLYT,SGSIN,;
ZIMU,TRIST,BRSSZ,TRALI;ESVLC,;ZCA;SAM
ZIMU,TRIST,BRSSZ,TRALI;ESVLC,;ZMI;SAM
CMDU,MMRGN,NLRTM,SGSIN,;FAL6
CMDU,MMRGN,NLRTM,SGSIN,;FAL3
CMDU,MMRGN,NLRTM,SGSIN,;FAL2
CMDU,MMRGN,NLRTM,SGSIN,;FAL7
CMDU,MMRGN,NLRTM,SGSIN,;FAL8
CMDU,MMRGN,NLRTM,SGSIN,;NEWMO
CMDU,MMRGN,NLRTM,SGSIN,;
MSCU,VNVUT,NOOSL,MYTPP;BEANR,;LION SERVICE;
MSCU,VNVUT,NOOSL,MYTPP;BEANR,;;
MSCU,FIRAU,USNYC,BEANR,;
MSCU,MXVER,BEANR,,
ONEY,VNHPH,GBLGP,VNCMT,9VT;FE5
ONEY,VNHPH,GBLGP,SGSIN,;FE5
ONEY,VNHPH,GBLGP,VNCMT,9V0;FE5
OOLU,CNNGB,AEJEA,,;ME6;
OOLU,CNNGB,AEJEA,SGSIN,;CSS1;ME5;
OOLU,CNNGB,AEJEA,,;ME5;
OOLU,CNNGB,AEJEA,,;ME1;
OOLU,CNNGB,AEJEA,,;ME4;
SEAU,USHOU,PECLL,PABLB,;
ANNU,AUBNE,NZAKL,NZTRG,;
ANNU,AUBNE,NZAKL,,
CMDU,VNSGN,NLRTM,VNVUT,;FAL3
CMDU,VNSGN,NLRTM,VNVUT,;FAL7
MSCU,ZAZBA,NLRTM,,
MSCU,FRLEH,BRNVT,,
MSCU,MXZLO,SGSIN,CNSHK,ANDES EXPRESS SERVICE;
ONEY,CNNGB,NLRTM,,FE2
ONEY,CNNGB,NLRTM,,FE3
OOLU,DEWVN,MYPKG,DEHAM,;LL4;
OOLU,DEWVN,MYPKG,,;LL4;
OOLU,DEWVN,MYPKG,DEHAM,;LL3;
OOLU,DEWVN,MYPKG,DEHAM;SGSIN,;LL3;KTX6;
SEAU,USLAX,PECLL,PABLB,;
ANNU,VNSGN,AUFRE,SGSIN,;AAXWANL
ANNU,VNSGN,AUFRE,SGSIN,;AAXSANL
CMDU,CNDLC,PECLL,CNTAO,;ACSA2
CMDU,CNDLC,PECLL,KRPUS,;ACSA2
CMDU,CNDLC,PECLL,KRPUS,;ACSA1
CMDU,CNDLC,PECLL,CNTAO,;ACSA1
CMDU,CNDLC,PECLL,CNSHK,;ACSA1
CMDU,CNDLC,PECLL,CNSHA,;ACSA2
CMDU,CNDLC,PECLL,CNSHA,;ACSA1
MSCU,BDCGP,USLGB,SGSIN;VNVUT,;;
MSCU,GBFXT,AUFRE,SGSIN,LION SERVICE;CAPRICORN SERVICE
MSCU,MYPEN,GBGRG,MYTPP;BEANR,;LION SERVICE;ANTWERP - TEESPORT - GRANGEMOUTH SERVICE
MSCU,MYPEN,GBGRG,MYTPP;BEANR,;;ANTWERP - TEESPORT - GRANGEMOUTH SERVICE
ONEY,CNNGB,USCHS,,EC1
ONEY,CNNGB,USCHS,,EC2
SEAU,ARBUE,BRIOA,,
ANNU,CNJMN,AUMEL,HKHKG,;
CMDU,CNSHA,IEORK,BEANR,FAL8;
CMDU,CNSHA,IEORK,NLRTM,FAL2;
CMDU,CNSHA,IEORK,NLRTM,FAL3;
CMDU,CNSHA,IEORK,NLRTM,FAL2;ISX
CMDU,CNSHA,IEORK,GBSOU,FAL3;
CMDU,CNSHA,IEORK,NLRTM,FAL3;ISX
CMDU,CNSHA,IEORK,FRDKK,;ISX
CMDU,CNSHA,IEORK,NLRTM,;
CMDU,CNSHA,IEORK,NLRTM,;ISX
CMDU,CNSHA,IEORK,NLRTM,FAL6;
CMDU,CNSHA,IEORK,NLRTM,FAL6;ISX
MSCU,BEANR,CNNSA,SGSIN,LION SERVICE;
MSCU,BEANR,CNNSA,,
MSCU,HKHKG,ILASH,CNYTN,PEARL SERVICE;
MSCU,MYPGU,SIKOP,SGSIN,;
ONEY,CNNGB,USNYC,,EC1
OOLU,CNSHA,GRSKG,GRPIR,;WM1;AGT;
OOLU,CNSHA,GRSKG,GRPIR,;WM1;PNE;
OOLU,CNSHA,GRSKG,GRPIR,;LL2;AGT;
OOLU,CNSHA,GRSKG,GRPIR,;LL2;PNE;
OOLU,CNSHA,GRSKG,GRPIR,;LL3;PNE;
OOLU,CNSHA,GRSKG,CNNGB;GRPIR,;WM1;AGT;
